order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
CHARADRIIFORMES,LARIDAE,Gelochelidon,nilotica,Gelochelidon nilotica,,Common Gull-billed Tern,,,,,,LC,,2014,decreasing,,0.15,0.29,,,0.15,0.29,,Tm-Tr,O,3,1,5,,,P,22.5,22,23,,31.5,28,35,,,,,,60,,,,5,,,,ns,,85,103,,15.8,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias,niger,Chlidonias niger,,Black Tern,,,,,,LC,,2012,decreasing,0.063,,,,0.064,,,,Tm,F,2.6,1,4,,,SP,20.5,19,23,,22,20,25,,,,,,40,,,,2,2,3,,NS,,57,65,,17,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion,fuscatus,Onychoprion fuscatus,Onychoprion fuscata subspecies fuscata|Onychoprion fuscatus|Sterna fuscata,Sooty Tern,,,,,,LC,,2012,unknown,0.18,0.14,0.24,,0.18,0.14,0.24,,Tr,O,1,,,,,SP,29,26,33,,60,,,c,,,,,17,,,+,3,3,7,,NS,,57,65,,17,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Rissa,brevirostris,Rissa brevirostris,,Red-legged Kittiwake,,,,,,VU,A2ac+3c+4ac,2013,decreasing,0.38,,,,0.4,,,,"SP,Tm",CI,1,1,2,,,SP,,25,32,,,37,45,,,,,,,,,yes,,,,,OS,90,,,,19,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,atricilla,Larus atricilla,Leucophaeus atricilla atricilla,Laughing Gull,,,,,,LC,,2012,increasing,0.289,,,,0.327,,,,Tm-Tr,"O,F",2.8,2,3,,,SP,24.5,35,50,,42.5,35,50,,,,,,,14,30,,(3-4),3,4,,NS,,102,107,,19,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Pagophila,eburnea,Pagophila eburnea,,Ivory Gull,,,,,,NT,,2012,decreasing,,0.448,0.687,,,0.448,0.687,,"P,SP","O,CI",1,1,2,,,SP,,24,26,,,30,35,,,,,,,,,yes,(2-3),2,3,,NS,,108,120,,19,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Rynchops,niger,Rynchops niger,Rhynchops niger niger,Black Skimmer,,,,,,LC,,2012,decreasing,0.25,0.23,0.29,,0.35,0.3,0.37,,Tr,O,4,1,6,,,SP,22.9,21,26,,29,28,30,,,,,,14,,,+,3,,,,NS,,107,127,,20,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,striata,Sterna striata,,White-fronted Tern,,,,,,LC,,2013,decreasing,,,,,,,,,STr,O,,1,2,,,SP,,,,,,29,35,,,,,,,90,180,,2,,,,,,,,,20,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,albifrons,Sternula albifrons,Sterna albifrons|Sternula albifrons|Sternula albifrons,Little Tern,,,,,,LC,,2012,decreasing,,0.05,0.06,,,0.05,0.06,,Tm-Tr,O,,2,3,,,SP,,21,24,,,20,24,,,,,,,,,,3 (2),,,,,,47,55,,21,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,maximus,Thalasseus maximus,Sterna maxima|Thalasseus maximus|Thalasseus maximus,Royal Tern,,,,,,LC,,2012,stable,,0.32,0.5,,,0.32,0.5,,"Tm,STr",,1,,,,,SP,,25,31,,30,,,,,,,,200,,,+,(3-4),3,4,,NS,,100,135,,24,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,canus,Larus canus,,Mew Gull, Common Gull,,,,,LC,,2012,unknown,,0.29,0.55,,,0.29,0.55,,"SP,Tm",O,3,1,3,,,SP,,24,26,,,30,35,,,,,,,,,brief,3 (2),,,,,,394,586,,24,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,fuscus,Larus fuscus,,Lesser Black-backed Gull,,,,,,LC,,2012,increasing,0.83,0.55,1.2,,0.83,0.55,1.2,,"SP,Tm","O,CI",2.7,1,3,,,SP,,24,28,,,30,40,,,,,,,,,yes,,,,,,,124,127,,26,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion,lunatus,Onychoprion lunatus,Onychoprion lunatus|Sterna lunata,Grey-backed Tern, Gray-backed Tern, Spectacled Tern,,,,LC,,2012,unknown,,0.09,0.14,,,0.099,0.165,,"STr,Tr",O,1,,,,,SP,30,29,32,,,38,49,,,,,,,,,yes,(4-5),4,5,,NS+,,73,76,,26,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,marinus,Larus marinus,,Great Black-backed Gull, Greater Black-backed Gull,,,,,LC,,2012,increasing,1.488,,,,1.829,,,,"SP,Tm",O,2.8,2,3,,,SP,,26,32,,,45,55,,,,,,,20,40,,(4-5),4,5,,"NS,OS",169,,,,27,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Anous,stolidus,Anous stolidus,,Brown Noddy, Common Noddy,,,,,LC,,2012,stable,0.167,,,,0.178,,,,Tr,"T,O",1,,,,D,SP,34.5,33,36,,45,40,56,,6,,,,,30,100,,3,3,7,,NS+,,75,86,,27,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,delawarensis,Larus delawarensis,,Ring-billed Gull,,,,,,LC,,2012,increasing,0.471,,,,0.566,,,,Tm,O,3,2,4,,,SP,25.5,23,29,,,35,40,,24,,,,,,,no?,3,3,4,,NS,,121,127,,32,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,ridibundus,Larus ridibundus,Chroicocephalus ridibundus ridibundus,Black-headed Gull, Common Black-headed Gull,,,,,LC,,2012,decreasing,,0.19,0.32,,,0.19,0.32,,"SP,Tm","O,F",2.6,1,3,,,SP,,22,26,,35,,,,,,,,,,,,(2-3),2,3,,NS,,94,110,,32,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Gygis,alba,Gygis alba,,Common White Tern, Fairy Tern, Common White-Tern, Angel Tern, White Tem, White Tern,LC,,2012,stable,,0.08,0.16,,,0.08,0.16,,"STr,Tr",T,1,,,,D,SP,35.6,33,41,,18.6,31,67,,,,,,,35,60,,"5, 3+",,,,"NS,Os",73,,,,37,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,balaenarum,Sternula balaenarum,Sterna balaenarum,Damara Tern,,,,,,NT,,2012,stable,0.046,,,,0.046,,,,"STr,Tr",O,1,,,,,SP,,18,22,,20,,,,,,,,75,,,,,,,,,51,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,belcheri,Larus belcheri,,Belcher's Gull, Belcher's Gull,,,,,LC,,2012,increasing,,,,,,,,,"STr,Tr",O,3,,,,,SP,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,armenicus,Larus armenicus,,Armenian Gull,,,,,,LC,,2014,unknown,,0.95,1.05,,,,,,,,3,,,,,SP,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,cirrocephalus,Larus cirrocephalus,,Grey-headed Gull, Grey-hooded Gull, Gray-hooded Gull,,,,LC,,2012,stable,,0.25,0.33,,,0.25,0.33,,"STr,Tr","O,F",,2,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,100,105,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,bergii,Thalasseus bergii,Sterna bergii|Thalasseus bergii|Thalasseus bergii,Greater Crested Tern, Crested Tern, Greater Crested Tern, Great Crested-Tern, Swift Tern,,LC,,2012,stable,,0.32,0.4,,,0.32,0.4,,"STr,Tr",,,1,2,,,SP,,25,30,,,35,41,,,,,,80,,,+,,,,,NS,,100,130,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,genei,Larus genei,,Slender-billed Gull,,,,,,LC,,2012,increasing,,0.22,0.35,,,0.22,0.35,,Tm-Tr,O,,2,3,,,SP,22,,,,,30,37,,,,,,,,,,(2-3),2,3,,,,102,110,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Rynchops,albicollis,Rynchops albicollis,,Indian Skimmer,,,,,,VU,A2cde+3cde+4cde,2013,decreasing,,,,,,,,,Tr,,3,2,4,,,,21,,,c,,,,,,,,,,,,,,,,,,,102,114,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,leucophthalmus,Larus leucophthalmus,,White-eyed Gull,,,,,,NT,,2012,stable,,0.27,0.41,,,0.27,0.41,,Tr,O,,2,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,110,115,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,heermanni,Larus heermanni,,Heermann's Gull,,,,,,NT,,2012,increasing,,0.37,0.64,,,0.37,0.64,,STr,O,,1,2,,,SP,,,,,45,,,,,,,,,,,,4,,,,,,117,124,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,glaucoides,Larus glaucoides,,Iceland Gull,,,,,,LC,,2012,stable,,0.56,0.86,,,0.56,0.86,,"SP,Tm","CI,O",,2,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,125,130,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,crassirostris,Larus crassirostris,,Black-tailed Gull,,,,,,LC,,2012,stable,,0.43,0.64,,,0.43,0.64,,"Tm,STr",O,,2,3,,,SP,,24,25,,,35,40,,,,,,,,,,,,,,,,126,128,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,atlanticus,Larus atlanticus,,Olrog's Gull,,,,,,NT,,2013,stable,,0.9,0.96,,,0.9,0.96,,,O,,2,3,,,SP,,,,,,,,,,,,,,,,yes,,,,,,,130,140,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,schistisagus,Larus schistisagus,,Slaty-backed Gull,,,,,,LC,,2012,unknown,,1.05,1.69,,,1.05,1.69,,Tm,,3,1,4,,,SP,,28,30,,,40,45,,,,,,,,,,,,,,,,132,148,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,pacificus,Larus pacificus,,Pacific Gull,,,,,,LC,,2012,stable,,0.9,1.18,,,0.9,1.18,,"Tm,STr",O,3,,,,,SP,,23,26,,,,,,,,,,,,,,,,,,,,137,157,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,cachinnans,Larus cachinnans,,Caspian Gull,,,,,,LC,,2014,stable,,0.8,1.5,,,0.8,1.5,,,,2.7,1,3,,,SP,,26,29,,,42,49,,,,,,,,,,,,,,,,140,155,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,hyperboreus,Larus hyperboreus,,Glaucous Gull,,,,,,LC,,2012,stable,,1.07,1.82,,,1.07,1.82,,,O,,2,3,,,SP,,26,30,,49,,,,,,,,26,,,+,,,,,,,142,152,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,livens,Larus livens,,Yellow-footed Gull,,,,,,LC,,2012,stable,1.32,1.1,1.4,,1.32,1.1,1.4,,STr,O,2.7,1,4,,,SP,28,24,30,,37,30,45,,,,,,,30,90,,(4-5),4,5,,NS,,142,155,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,ichthyaetus,Larus ichthyaetus,,Pallas's Gull, Great Black-headed Gull,,,,,LC,,2012,decreasing,,0.9,2,,,0.9,2,,Tm,,2.9,1,3,,,SP,25,,,,,,,,,,,,40,,,,(4-5),4,5,,,,155,170,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,nereis,Sternula nereis,Sterna nereis|Sternula nereis subspecies nereis,Fairy Tern,,,,,,VU,C1,2012,decreasing,0.057,,,,0.057,,,,"STr,Tr",,1.7,1,2,,,SP,,20,25,,,,,,,,,,,,,,,,,,,,45,51,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Procelsterna,cerulea,Procelsterna cerulea,,Blue Noddy,,,,,,LC,,2014,stable,0.045,0.041,0.069,,0.045,0.041,0.069,,,"CI,S,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,1,,,?,,,46,60,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Procelsterna,albivitta,Procelsterna albivitta,,Grey Noddy, Gray Noddy,,,,,LC,,2014,stable,,,,,,,,,"STr,Tr",,1,,,,,SP,,,,,,32,45,,,,,,,,,,,,,,,,46,60,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,saundersi,Sternula saundersi,Sterna saundersi,Saunders's Tern, Saunders' Little Tern,,,,,LC,,2012,decreasing,,0.04,0.05,,,0.04,0.05,,,,2,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,50,55,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias,albostriatus,Chlidonias albostriatus,Chlidonias albostriatus|Chlidonias albostriatus|Chlidonias albostriatus|Sterna albostriata,Black-fronted Tern,,,,,,EN,A2bce+3bce+4bce,2012,decreasing,,0.097,0.12,,,0.097,0.12,,"STr,Tr",T,1,,,,,SP,35,,,c,55,,,c,,,,,,,,,,,,,,,58,63,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias,leucopterus,Chlidonias leucopterus,,White-winged Tern, White-winged Black Tern,,,,,LC,,2012,stable,0.066,0.042,0.079,,0.066,0.042,0.079,,Tm,,2.8,2,3,,,SP,,18,22,,,20,25,,,,,,,,,,2,,,,,,58,67,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Chlidonias,hybrida,Chlidonias hybrida,Chlidonias hybridus hybridus|Chlidonias hybridus hybridus|Chlidonias hybridus hybridus|Chlidonias hybridus hybridus,Whiskered Tern,,,,,,LC,,2012,stable,,0.06,0.101,,,0.06,0.101,,Tm-Tr,F,,2,3,,,SP,,18,20,,23,,,,,,,,,,,yes,,,,,,,64,70,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,forsteri,Sterna forsteri,,Forster's Tern,,,,,,LC,,2012,increasing,,0.13,0.19,,,0.13,0.19,,"Tm,STr","O,F",2.8,2,3,,,SP,,23,26,,,,,,,,,,,,,,,,,,,,73,82,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,vittata,Sterna vittata,,Antarctic Tern,,,,,,LC,,2013,unknown,0.15,,,,0.15,,,,"STr,P",O,1,1,2,,,SP,,23,25,,,27,32,,,,,,,,,,,,,,,,74,79,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Onychoprion,aleuticus,Onychoprion aleuticus,Onychoprion aleuticus|Sterna aleutica,Aleutian Tern,,,,,,LC,,2012,stable,0.12,0.08,0.14,,0.12,0.08,0.14,,SP,O,2,1,3,,,SP,22.5,20,27,,28,25,31,,,,,,14,,,+,3,,,+,NS+,,75,80,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,trudeaui,Sterna trudeaui,,Snowy-crowned Tern,,,,,,LC,,2012,stable,,0.15,0.16,,,0.15,0.16,,"Tm,STr",F,3,2,4,,,SP,,,,,,,,,,,,,,,,,,,,,,,76,70,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,elegans,Thalasseus elegans,Sterna elegans|Thalasseus elegans|Thalasseus elegans,Elegant Tern,,,,,,NT,,2012,stable,0.26,0.2,0.33,,0.26,0.2,0.33,,STr,O,1,,,,,SP,26,23,33,,35,,,,,,,,120,,,,3,,,,"NS,OS",,76,81,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,repressa,Sterna repressa,,White-cheeked Tern,,,,,,LC,,2012,decreasing,,0.113,0.142,,,0.113,0.142,,Tr,0,,2,3,,,SP,,,,,,,,,,,,,,,,yes,,,,,,,78,83,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,philadelphia,Larus philadelphia,,Bonaparte's Gull,,,,,,LC,,2012,increasing,,0.17,0.23,,,0.17,0.23,,"SP,Tm",T,2,,,,,SP,,22,25,,,,,,,,,,,,,,(2-3),2,3,,,,78,84,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,aurantia,Sterna aurantia,,River Tern,,,,,,NT,,2012,decreasing,,,,,,,,,,,3,3,4,,,SP,,,,,,,,,,,,,21,,,,2,,,,,,80,85,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Xema,sabini,Xema sabini,Larus sabini |Larus sabini sabini|Larus sabini sabini|Larus sabini sabini,Sabine's Gull,,,,,,LC,,2012,stable,,0.13,0.22,,,0.13,0.22,,,,2,1,3,,,,,23,25,,,58,65,,,,,,,,,yes,,,,,,,81,87,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,hirundinacea,Sterna hirundinacea,,South American Tern,,,,,,LC,,2012,decreasing,,0.17,0.19,,,0.17,0.19,,Tm-Tr,O,,2,3,,,SP,27,,,,,,,,,,,,,,,,,,,,,,84,86,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,bengalensis,Thalasseus bengalensis,Sterna bengalensis|Thalasseus bengalensis,Lesser Crested Tern, Lesser Crested-Tern,,,,,LC,,2012,stable,,0.18,0.24,,,0.18,0.24,,"STr,Tr",,1,,,,,SP,,21,26,,,30,35,,,,,,90,,,+,,,,,,,88,105,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,hartlaubii,Larus hartlaubii,,Hartlaub's Gull, Hartlaub's Gull,,,,,LC,,2012,increasing,,0.23,0.34,,,0.23,0.34,,STr,,,1,3,,,SP,25,,,c,40,,,c,8,,,,,,,,3,,,,,,89,92,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Rhodostethia,rosea,Rhodostethia rosea,,Ross's Gull,,,,,,LC,,2012,unknown,,0.12,0.25,,,0.12,0.25,,,O,3,,3,,,SP,,19,21,,21,,,,,,,,,,,,,,,,,,89,92,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,novaehollandiae,Larus novaehollandiae,Larus scopulinus,Silver Gull,,,,,,LC,,2014,increasing,,0.26,0.35,,,0.26,0.35,,"Tm,STr",,,,,,D,SP,,,,,,,,,,,,,,,,,,,,,NS,,91,96,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,melanocephalus,Larus melanocephalus,,Mediterranean Gull,,,,,,LC,,2012,stable,,0.21,0.39,,,0.21,0.39,,"Tm,STr",O,,2,3,,,SP,,23,26,,,35,40,,,,,,,,,,,,,,,,98,105,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Rynchops,flavirostris,Rynchops flavirostris,,African Skimmer,,,,,,NT,,2012,decreasing,,0.111,0.204,,,0.111,0.204,,"STr,Tr",,2.6,2,3,,,SP,21,,,c,28,,,c,,,,,,,,,,,,,,106,,,c,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,virgata,Sterna virgata,,Kerguelen Tern,,,,,,NT,,2012,stable,0.13,,,,0.13,,,,Tm,O,1,1,2,,,SP,24,,,,35,31,39,,,,,,20,,,up to 20,,,,,,71,,,c,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,scoresbii,Larus scoresbii,Gabianus scoresbii|Larus scoresbii|Larus scoresbii|Leucophaeus scoresbii,Dolphin Gull,,,,,,LC,,2012,stable,0.52,,,,0.52,,,,Tm,O,2,2,3,,,SP,,24,27,,,,,,,,,,,,,,,,,,NS,89,,,c,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,relictus,Larus relictus,,Relict Gull,,,,,,VU,D2,2012,decreasing,,0.42,0.66,,,0.42,0.66,,Tm,O,2.6,2,3,,,SP,,24,26,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Hydrocoloeus,minutus,Hydrocoloeus minutus,Larus minutus,Little Gull,,,,,,LC,,2012,increasing,,0.1,0.156,,,0.1,0.156,,"SP,Tm","O,F",2.7,1,3,,,SP,,21,22,,28,,,?,,,,,14,,,+,(2-3),2,3,,NS,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,fuliginosus,Larus fuliginosus,,Lava Gull,,,,,,VU,D1,2012,increasing,,,,,,,,,Tr,O,2,,,,,SP,33,,,,60,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,audouinii,Larus audouinii,,Audouin's Gull,,,,,,NT,,2012,stable,,0.58,0.77,,,0.58,0.77,,"STr,Tr",O,3,1,4,,,SP,,26,33,,,35,40,,,,,,75,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larosterna,inca,Larosterna inca,,Inca Tern,,,,,,NT,,2012,decreasing,0.189,0.18,0.21,,0.189,0.18,0.21,,Tr,"CI,Cr",2,,,,,SP,,,,,28,,,c,,,,,28,,,+,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Phaetusa,simplex,Phaetusa simplex,,Large-billed Tern,,,,,,LC,,2012,stable,,0.208,0.247,,,0.208,0.247,,"STr,Tr",O,2.3,2,3,,,SP,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,sumatrana,Sterna sumatrana,,Black-naped Tern,,,,,,LC,,2012,unknown,,0.098,0.11,,,0.098,0.11,,Tr,O,1.8,1,3,,,SP,,21,23,,24,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,modestus,Larus modestus,,Grey Gull, Gray Gull,,,,,LC,,2012,decreasing,,0.36,0.4,,,0.36,0.4,,STr,O,,1,3,,,SP,,29,31,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,hemprichii,Larus hemprichii,,Sooty Gull, Hemprich's Gull,,,,,LC,,2012,decreasing,,0.4,0.51,,,0.4,0.51,,Tr,O,,1,3,,,SP,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,lorata,Sternula lorata,Sterna lorata,Peruvian Tern,,,,,,EN,C2a(i),2012,decreasing,,,,,,,,,Tr,O,,1,2,,,SP,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,brunnicephalus,Larus brunnicephalus,,Brown-headed Gull,,,,,,LC,,2013,stable,,0.45,0.71,,,0.45,0.71,,Tm,,3,1,4,,,SP,24,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Gygis,microrhyncha,Gygis microrhyncha,,Little White Tern, Little White-Tern,,,,,LC,,2012,stable,,,,,,,,,,,1,,,,,sp,35,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,serranus,Larus serranus,,Andean Gull,,,,,,LC,,2012,unknown,0.48,,,,0.48,,,,"STr,Tr",O,,2,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sternula,superciliaris,Sternula superciliaris,Sterna superciliaris|Sternula superciliaris,Yellow-billed Tern,,,,,,LC,,2012,stable,,0.04,0.057,,,0.04,0.057,,"STr,Tr",O,1.9,1,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Sterna,acuticauda,Sterna acuticauda,,Black-bellied Tern,,,,,,EN,A2cde+3cde+4cde,2012,decreasing,,,,,,,,,"STr,Tr",O,3,2,3,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Saundersilarus,saundersi,Saundersilarus saundersi,Larus saundersi,Saunders's Gull, Chinese Black-headed Gull,,,,,VU,A3cde+4cde,2012,decreasing,,,,,,,,,O,,3,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Anous,tenuirostris,Anous tenuirostris,,Lesser Noddy, Sooty Noddy,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,bulleri,Larus bulleri,,Black-billed Gull,,,,,,EN,A2ce+3ce+4ce,2012,decreasing,,0.19,0.27,,,0.19,0.27,,Tm,,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,maculipennis,Larus maculipennis,,Brown-hooded Gull,,,,,,LC,,2012,increasing,,0.29,0.36,,,0.29,0.36,,"SP,Tm",,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Gelochelidon,macrotarsa,Gelochelidon macrotarsa,,Australian Gull-billed Tern,,,,,,LC,,2014,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,michahellis,Larus michahellis,,Yellow-legged Gull,,,,,,LC,,2014,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,smithsonianus,Larus smithsonianus,,Arctic Herring Gull, American Herring Gull,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Larus,thayeri,Larus thayeri,,Thayer's Gull,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,LARIDAE,Thalasseus,bernsteini,Thalasseus bernsteini,Sterna bernsteini,Chinese Crested Tern, Chinese Crested-Tern,,,,,CR,"C2a(i,ii); D",2013,decreasing,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,oceanicus,Oceanites oceanicus,,Wilson's Storm-petrel, Wilson's Storm-Petrel, Wilson's Storm Petrel,,,,LC,,2012,stable,,0.03,0.04,,,0.03,0.04,,"P,SP","Bu,Cr",1,,,,,SP,,33,53,,,51,97,,2.8,,,,0,,,,4,4,5,,OS,39,,,,,,,,91,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Garrodia,nereis,Garrodia nereis,Oceanites nereis nereis,Grey-backed Storm-petrel, Grey-backed Storm Petrel, Gray-backed Storm-Petrel, Grey-backed Storm-Petrel,,,LC,,2012,decreasing,,0.03,0.04,,,0.03,0.04,,Tm,Un,1,,,,,SP,,40,45,,75,,,,,,,,,,,,,,,,OS,39,,,,,,,,,,,,,
